epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,8.73784366607666,0.1375,8.62878614001804,0.13194445,2.325923
2,8.476565132141113,0.17875,8.326613267262777,0.22222222,2.1978648
3,8.249373798370362,0.23875,8.276048315895927,0.19965278,2.0936837
4,8.1468630027771,0.2225,8.085779772864448,0.24131945,2.101116
5,7.984474086761475,0.24625,7.920726670159234,0.2638889,2.041172
6,7.913822498321533,0.24625,7.874282492531671,0.20659722,2.0677125
7,7.84202507019043,0.235,7.846808089150323,0.22395833,2.0886588
8,7.8187041854858395,0.20875,7.684324317508274,0.26041666,2.1539001
9,7.569891834259034,0.2825,7.731724341710408,0.1857639,1.9896593
10,7.565359840393066,0.2425,7.567508671018812,0.25,2.0665329
11,7.441260089874268,0.28125,7.423065212037828,0.24131945,2.0206974
12,7.2949137878417964,0.275,7.357391251458062,0.22395833,1.9497272
13,7.242596912384033,0.2575,7.199746608734131,0.2690972,1.9703494
14,7.187987442016602,0.285,7.17410487598843,0.2690972,1.9866115
15,7.160103588104248,0.24625,7.0806675752003985,0.2621528,2.0273173
16,7.001685009002686,0.3075,7.104138904147678,0.27604166,1.9345691
17,6.8898882484436035,0.3,6.921748982535468,0.3107639,1.885979
18,6.816387119293213,0.31875,6.891152593824598,0.2690972,1.8735743
19,6.753760280609131,0.325,6.877532985475328,0.2690972,1.8701881
20,6.782050018310547,0.29875,6.735862811406453,0.2621528,1.9558692
21,6.718879642486573,0.31,6.735214763217503,0.30555555,1.9481304
22,6.663555850982666,0.295,6.6888918081919355,0.27083334,1.9466012
23,6.58643440246582,0.30375,6.613271819220649,0.27256945,1.9214964
24,6.566704540252686,0.3125,6.519302845001221,0.2951389,1.9520073
25,6.428104839324951,0.32,6.464448081122504,0.3107639,1.8616403
26,6.384142932891845,0.30125,6.468246433469984,0.30729166,1.8642203
27,6.412908229827881,0.28875,6.465692732069227,0.27430555,1.9383063
28,6.283527297973633,0.31375,6.302301115459866,0.30381945,1.853149
29,6.236978378295898,0.31625,6.279470125834147,0.3107639,1.8490623
30,6.242551517486572,0.32375,6.303658697340223,0.27083334,1.896053
31,6.115678462982178,0.335,6.153042395909627,0.3090278,1.8096331
32,6.125588111877441,0.3325,6.147296720080906,0.3142361,1.8588048
