epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,2.9803013134002687,0.11125,2.8950992425282798,0.10069445,2.564575
2,2.8090028190612792,0.08875,2.7769265837139554,0.098958336,2.465655
3,2.7820395469665526,0.0775,2.6613856289121838,0.10243055,2.4749954
4,2.679454345703125,0.09875,2.6866799195607505,0.10069445,2.3920205
5,2.641589546203613,0.085,2.669805261823866,0.098958336,2.3686802
6,2.609744520187378,0.1075,2.522877878612942,0.1388889,2.3487413
7,2.536425790786743,0.12625,2.453409473101298,0.15277778,2.2848165
8,2.468869695663452,0.1575,2.3972285191218057,0.16319445,2.222964
9,2.4178072452545165,0.17375,2.5192650159200034,0.105902776,2.1770144
10,2.4054091644287108,0.16375,2.306256333986918,0.20833333,2.1680653
11,2.380471601486206,0.1775,2.268231299188402,0.19618055,2.1490955
12,2.3304057025909426,0.205,2.260505583551195,0.22395833,2.104627
13,2.4036002826690672,0.1875,2.3508026202519736,0.21875,2.1816218
14,2.2630922985076904,0.22375,2.5379459460576377,0.19618055,2.0443978
15,2.267415418624878,0.2375,2.1524135139253406,0.265625,2.0534775
16,2.178436975479126,0.27625,2.199039492342207,0.25868055,1.9692551
17,2.161244421005249,0.2675,2.095518489678701,0.2690972,1.9545431
18,2.0599988412857058,0.28875,1.8963528871536255,0.3628472,1.8540958
19,1.9635019016265869,0.35125,1.9294829501046076,0.3611111,1.7605977
20,2.1099593305587767,0.315,2.0174547566307917,0.2847222,1.9066614
21,1.9770722055435181,0.33,1.8995197878943548,0.36458334,1.7726159
22,1.9300292825698853,0.35,1.8675973415374756,0.3628472,1.7278273
23,1.8698620748519899,0.38875,1.9093726807170444,0.40104166,1.6693617
24,1.9161384201049805,0.36125,1.923224237230089,0.3298611,1.7154964
25,1.8017208194732666,0.41375,1.91081788804796,0.3472222,1.6023767
26,1.7537757062911987,0.42,1.7932506534788344,0.4184028,1.5561517
27,1.7962135076522827,0.4,1.8409026198916965,0.3732639,1.6008793
28,1.8427403259277344,0.37375,1.8079831004142761,0.41666666,1.6490049
29,1.7868394327163697,0.40875,1.755575160185496,0.421875,1.5937607
30,1.792810196876526,0.38125,1.9187337160110474,0.35416666,1.5999357
31,1.8372053337097167,0.36,1.7326508694224887,0.4079861,1.6453505
32,1.7422352457046508,0.42875,1.7575411531660292,0.38020834,1.551501
33,1.7352763938903808,0.39875,1.7610890534189012,0.41493055,1.544656
34,1.6930680799484252,0.4475,1.8786477777693007,0.3784722,1.5043298
35,1.7208503532409667,0.43375,1.7058494422170851,0.4375,1.5333501
36,1.711352095603943,0.435,1.8213039636611938,0.4027778,1.523676
37,1.7355337429046631,0.44125,1.7264932658937242,0.4201389,1.5473572
38,1.6122386646270752,0.46,1.6398323112063937,0.47916666,1.4258426
39,1.5398993158340455,0.48125,1.7658191720644634,0.4565972,1.3548901
40,1.626056866645813,0.46875,1.6534867485364277,0.43229166,1.4412205
41,1.6989498662948608,0.445,1.7122517426808674,0.453125,1.5124309
42,1.5528711843490601,0.48375,1.6393116315205891,0.4375,1.3670741
43,1.5672160196304321,0.47875,1.6858989265229967,0.4184028,1.3827554
44,1.5787757730484009,0.46125,1.5960221820407443,0.46875,1.3933319
45,1.6253996562957764,0.4475,1.6719743079609342,0.44270834,1.4396541
46,1.5479661893844605,0.485,1.5811172193951077,0.46875,1.361702
47,1.5282988739013672,0.4875,1.652051912413703,0.44270834,1.3413793
48,1.4753903532028199,0.515,1.5246220297283597,0.4861111,1.2882323
49,1.4827174043655396,0.545,1.6517282790607877,0.4357639,1.2942029
50,1.4802762460708618,0.55,1.6109097401301067,0.453125,1.2885611
51,1.4384441328048707,0.525,1.622181726826562,0.4809028,1.2462009
52,1.477595739364624,0.51125,1.5419905583063762,0.49131945,1.2860878
53,1.4188500881195067,0.54625,1.6199967530038621,0.4704861,1.2276605
54,1.407459397315979,0.5575,1.714669896496667,0.4236111,1.2165732
55,1.4137651205062867,0.54125,1.7476961215337117,0.4670139,1.2207866
56,1.5316180467605591,0.5,1.5754279891649883,0.5,1.3359323
57,1.412814040184021,0.53375,1.4996060066752963,0.5208333,1.2135897
58,1.4257560825347901,0.55625,1.5187504821353488,0.5086806,1.2268776
59,1.403001914024353,0.55125,1.4696317083305783,0.5277778,1.2042178
60,1.3883197140693664,0.55625,1.6429832114113703,0.49131945,1.1887635
61,1.393210301399231,0.5575,1.606516162554423,0.47569445,1.1923994
62,1.3925714445114137,0.53875,1.5751550065146551,0.49131945,1.1891775
63,1.318508687019348,0.58125,1.5760298702451918,0.5,1.1132154
64,1.3507336282730102,0.56625,1.4609943230946858,0.5225694,1.1437105
65,1.2871772527694703,0.59625,1.5335279173321195,0.5329861,1.0780585
66,1.2197422289848328,0.63125,1.468942039542728,0.5503472,1.0101292
67,1.223751437664032,0.63375,1.6144568059179518,0.5190972,1.0135256
68,1.2067316699028015,0.64875,1.5332004030545552,0.5381944,0.9959493
69,1.3324607372283936,0.59875,1.5635373923513625,0.5260417,1.1187793
70,1.2640661883354187,0.61375,1.448174344168769,0.5399306,1.0471185
71,1.2598862767219543,0.615,1.6051699320475261,0.5538194,1.0408452
72,1.120692994594574,0.67875,1.5933350788222418,0.5833333,0.8991467
73,1.147254021167755,0.6475,1.545621030860477,0.5590278,0.9257776
74,1.225597734451294,0.65,1.5036195052994623,0.5538194,1.0023919
75,1.0551659345626831,0.70875,1.5242225660218134,0.5434028,0.83046496
76,1.0410538244247436,0.7025,1.5914773212538824,0.5729167,0.8150373
77,1.2472964644432067,0.62875,1.6804305182562933,0.5590278,1.0181973
78,1.2063784408569336,0.6625,1.592986073758867,0.5399306,0.9740777
79,1.157532114982605,0.64875,1.5249395701620314,0.5659722,0.9236324
80,1.187308030128479,0.6475,1.6242786049842834,0.53125,0.9512619
81,1.1538661289215089,0.6775,1.5300393170780606,0.5520833,0.9151062
82,1.0856999039649964,0.71125,1.6605038907792833,0.4982639,0.8436193
83,1.0975223636627198,0.66625,1.513945413960351,0.5798611,0.85501456
84,1.0323803567886352,0.73375,1.5267578032281663,0.5833333,0.7878072
85,0.9628678131103515,0.75125,1.524618301126692,0.5677083,0.7160652
86,0.9287400245666504,0.77,1.632517205344306,0.5746528,0.68114907
87,0.9579670333862305,0.7475,1.5104635225401983,0.6163194,0.7099985
88,0.9379328751564026,0.75,1.4915905859735277,0.5659722,0.6859725
89,1.1078330659866333,0.6875,1.5416621300909255,0.5763889,0.85334146
90,1.0429249143600463,0.735,1.532554441028171,0.59375,0.784359
91,1.0047152161598205,0.73125,1.5971853236357372,0.5486111,0.7451023
92,0.8848954129219055,0.80375,1.521823313501146,0.5746528,0.62388325
93,0.8525888848304749,0.795,1.468479209476047,0.5920139,0.5888425
94,0.9816432499885559,0.75,1.7429668174849615,0.5677083,0.7124961
95,1.0576308488845825,0.7075,1.5791024565696716,0.5920139,0.78537107
